Persong0001
1	98
97.000000	25.000000	1.276018	0
75.000000	26.000000	1.137832	0
158.000000	26.000000	1.553769	0
69.000000	36.000000	1.161379	0
168.000000	36.000000	-1.521422	0
171.000000	44.000000	-1.518524	0
51.000000	48.000000	1.031089	0
122.000000	48.000000	1.480231	1
164.000000	308.000000	1.559986	0
149.000000	307.000000	1.495966	0
142.000000	307.000000	1.506165	0
180.000000	53.000000	-1.508979	0
75.000000	59.000000	0.993999	1
106.000000	307.000000	-1.542263	1
208.000000	306.000000	1.238696	0
180.000000	60.000000	-1.505618	0
42.000000	61.000000	0.899979	0
144.000000	61.000000	-1.555101	0
43.000000	69.000000	0.864903	0
187.000000	69.000000	-1.515767	0
166.000000	70.000000	-1.552710	0
144.000000	72.000000	1.554230	0
41.000000	79.000000	0.824879	0
138.000000	79.000000	1.545633	0
132.000000	84.000000	1.486677	0
63.000000	85.000000	0.936217	0
126.000000	91.000000	1.418658	0
37.000000	94.000000	0.789421	0
125.000000	98.000000	1.400102	0
125.000000	102.000000	1.389532	0
90.000000	105.000000	0.881095	1
172.000000	306.000000	-1.562692	0
190.000000	304.000000	1.446521	0
117.000000	304.000000	-1.508049	0
96.000000	304.000000	-1.545709	0
216.000000	303.000000	1.355086	0
28.000000	109.000000	0.663989	0
220.000000	109.000000	-0.879884	0
149.000000	111.000000	-1.488240	0
206.000000	302.000000	1.129240	0
131.000000	112.000000	1.448734	0
216.000000	114.000000	-0.868711	0
130.000000	119.000000	1.341468	0
211.000000	121.000000	-0.825609	0
30.000000	123.000000	0.572190	1
217.000000	298.000000	1.342354	0
206.000000	298.000000	1.158725	0
130.000000	126.000000	1.219681	0
154.000000	126.000000	-1.342818	0
85.000000	292.000000	-1.510502	0
64.000000	131.000000	0.423012	0
71.000000	132.000000	0.466355	0
127.000000	134.000000	1.029670	0
78.000000	136.000000	0.462337	0
121.000000	139.000000	0.795947	0
108.000000	143.000000	0.569414	0
231.000000	143.000000	-0.154078	1
219.000000	291.000000	1.360944	1
229.000000	290.000000	1.138324	1
53.000000	146.000000	0.276825	0
239.000000	146.000000	-0.062672	0
71.000000	148.000000	0.330576	0
28.000000	150.000000	0.351047	0
53.000000	150.000000	0.254499	1
96.000000	151.000000	0.434148	0
69.000000	153.000000	0.269747	0
86.000000	155.000000	0.415752	0
63.000000	156.000000	0.230536	0
77.000000	158.000000	0.279801	0
62.000000	163.000000	0.192886	0
243.000000	163.000000	-0.103113	0
29.000000	172.000000	0.289391	0
243.000000	176.000000	0.045799	0
236.000000	184.000000	-0.142057	0
228.000000	290.000000	1.203940	1
55.000000	190.000000	0.098857	0
240.000000	190.000000	0.095294	1
218.000000	286.000000	1.367061	1
230.000000	191.000000	-0.358051	0
228.000000	284.000000	1.002099	1
229.000000	283.000000	0.878146	1
223.000000	193.000000	-0.406617	0
62.000000	197.000000	0.058152	0
231.000000	279.000000	0.622982	1
237.000000	198.000000	0.020952	1
229.000000	279.000000	0.793095	1
231.000000	267.000000	0.642654	1
238.000000	271.000000	0.247254	0
220.000000	204.000000	-0.573637	0
232.000000	266.000000	0.583923	1
31.000000	207.000000	-0.010463	0
54.000000	209.000000	-0.049352	0
238.000000	214.000000	-0.304904	0
49.000000	228.000000	-0.135078	0
240.000000	237.000000	0.443083	0
53.000000	243.000000	-0.054110	1
237.000000	247.000000	0.489235	0
54.000000	247.000000	-0.100171	0

